sourceid-year-oa,source_id,source_title,journal_name,issn_print,issn_e,parent_publisher,oa_status,pub_year,n_doi,apc_lower_total,apc_lower,apc_lower_source,apc_upper_total,apc_upper,apc_upper_source,notes
12438_2018_hybrid,12438,International Transactions on Electrical Energy Systems,International Transactions on Electrical Energy Systems,2050-7038,NULL,Wiley,hybrid,2018,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,also gold in same year (Unpaywall)
12442_2015_hybrid,12442,International Urogynecology Journal,International Urogynecology Journal,0937-3462,1433-3023,Springer-Nature,hybrid,2015,10,30000,3000,Matthias: actual,30000,3000,Matthias: actual,
12442_2016_hybrid,12442,International Urogynecology Journal,International Urogynecology Journal,0937-3462,1433-3023,Springer-Nature,hybrid,2016,17,51000,3000,Matthias: actual,51000,3000,Matthias: actual,
12442_2017_hybrid,12442,International Urogynecology Journal,International Urogynecology Journal,0937-3462,1433-3023,Springer-Nature,hybrid,2017,22,66000,3000,Matthias: actual,66000,3000,Matthias: actual,
12442_2018_hybrid,12442,International Urogynecology Journal,International Urogynecology Journal,0937-3462,1433-3023,Springer-Nature,hybrid,2018,31,93000,3000,Matthias: actual,93000,3000,Matthias: actual,
12443_2015_hybrid,12443,International Urology and Nephrology,International Urology and Nephrology,0301-1623,1573-2584,Springer-Nature,hybrid,2015,8,24000,3000,Matthias: actual,24000,3000,Matthias: actual,
12443_2016_hybrid,12443,International Urology and Nephrology,International Urology and Nephrology,0301-1623,1573-2584,Springer-Nature,hybrid,2016,12,36000,3000,Matthias: actual,36000,3000,Matthias: actual,
12443_2017_hybrid,12443,International Urology and Nephrology,International Urology and Nephrology,0301-1623,1573-2584,Springer-Nature,hybrid,2017,15,45000,3000,Matthias: actual,45000,3000,Matthias: actual,
12443_2018_hybrid,12443,International Urology and Nephrology,International Urology and Nephrology,0301-1623,1573-2584,Springer-Nature,hybrid,2018,22,66000,3000,Matthias: actual,66000,3000,Matthias: actual,
12488_2016_hybrid,12488,International Wound Journal,International Wound Journal,1742-4801,1742-481X,Wiley,hybrid,2016,7,21000,3000,Matthias: actual,21000,3000,Matthias: actual,
12506_2017_hybrid,12506,Internist,Der Internist,0020-9554,1432-1289,Springer-Nature,hybrid,2017,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12506_2018_hybrid,12506,Internist,Der Internist,0020-9554,1432-1289,Springer-Nature,hybrid,2018,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12518_2016_hybrid,12518,Interventional Neuroradiology,Interventional Neuroradiology,1591-0199,2385-2011,Sage,hybrid,2016,1,3000,3000,Matthias: newer,3000,3000,Matthias: newer,backfilled 2017 fee
12523_2015_hybrid,12523,Inventiones Mathematicae,Inventiones mathematicae,0020-9910,1432-1297,Springer-Nature,hybrid,2015,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
12523_2016_hybrid,12523,Inventiones Mathematicae,Inventiones mathematicae,0020-9910,1432-1297,Springer-Nature,hybrid,2016,4,12000,3000,Matthias: actual,12000,3000,Matthias: actual,
12523_2017_hybrid,12523,Inventiones Mathematicae,Inventiones mathematicae,0020-9910,1432-1297,Springer-Nature,hybrid,2017,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
12523_2018_hybrid,12523,Inventiones Mathematicae,Inventiones mathematicae,0020-9910,1432-1297,Springer-Nature,hybrid,2018,8,24000,3000,Matthias: actual,24000,3000,Matthias: actual,
12529_2016_hybrid,12529,Invertebrate Biology,Invertebrate Biology,1077-8306,1744-7410,Wiley,hybrid,2016,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12529_2017_hybrid,12529,Invertebrate Biology,Invertebrate Biology,1077-8306,1744-7410,Wiley,hybrid,2017,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12530_2015_hybrid,12530,Invertebrate Neuroscience,Invertebrate Neuroscience,1354-2516,1439-1104,Springer-Nature,hybrid,2015,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12530_2016_hybrid,12530,Invertebrate Neuroscience,Invertebrate Neuroscience,1354-2516,1439-1104,Springer-Nature,hybrid,2016,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12530_2017_hybrid,12530,Invertebrate Neuroscience,Invertebrate Neuroscience,1354-2516,1439-1104,Springer-Nature,hybrid,2017,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12530_2018_hybrid,12530,Invertebrate Neuroscience,Invertebrate Neuroscience,1354-2516,1439-1104,Springer-Nature,hybrid,2018,4,12000,3000,Matthias: actual,12000,3000,Matthias: actual,
12544_2015_hybrid,12544,Investigational New Drugs,Investigational New Drugs,0167-6997,1573-0646,Springer-Nature,hybrid,2015,25,75000,3000,Matthias: actual,75000,3000,Matthias: actual,
12544_2016_hybrid,12544,Investigational New Drugs,Investigational New Drugs,0167-6997,1573-0646,Springer-Nature,hybrid,2016,13,39000,3000,Matthias: actual,39000,3000,Matthias: actual,
12544_2017_hybrid,12544,Investigational New Drugs,Investigational New Drugs,0167-6997,1573-0646,Springer-Nature,hybrid,2017,21,63000,3000,Matthias: actual,63000,3000,Matthias: actual,
12544_2018_hybrid,12544,Investigational New Drugs,Investigational New Drugs,0167-6997,1573-0646,Springer-Nature,hybrid,2018,16,48000,3000,Matthias: actual,48000,3000,Matthias: actual,
12554_2015_hybrid,12554,Ionics,Ionics,0947-7047,1862-0760,Springer-Nature,hybrid,2015,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12554_2016_hybrid,12554,Ionics,Ionics,0947-7047,1862-0760,Springer-Nature,hybrid,2016,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12554_2017_hybrid,12554,Ionics,Ionics,0947-7047,1862-0760,Springer-Nature,hybrid,2017,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12554_2018_hybrid,12554,Ionics,Ionics,0947-7047,1862-0760,Springer-Nature,hybrid,2018,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
12595_2017_hybrid,12595,Iranian Journal of Science and Technology Transaction A-science,"Iranian Journal of Science and Technology, Transactions A: Science",1028-6276,2364-1819,Springer-Nature,hybrid,2017,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12595_2018_hybrid,12595,Iranian Journal of Science and Technology Transaction A-science,"Iranian Journal of Science and Technology, Transactions A: Science",1028-6276,2364-1819,Springer-Nature,hybrid,2018,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12599_2018_hybrid,12599,Iranian Journal of Science and Technology-Transactions of Mechanical Engineering,"Iranian Journal of Science and Technology, Transactions of Mechanical Engineering",2228-6187,2364-1835,Springer-Nature,hybrid,2018,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12601_2015_hybrid,12601,Iranian Polymer Journal,Iranian Polymer Journal,1026-1265,1735-5265,Springer-Nature,hybrid,2015,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12601_2016_hybrid,12601,Iranian Polymer Journal,Iranian Polymer Journal,1026-1265,1735-5265,Springer-Nature,hybrid,2016,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12601_2017_hybrid,12601,Iranian Polymer Journal,Iranian Polymer Journal,1026-1265,1735-5265,Springer-Nature,hybrid,2017,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12601_2018_hybrid,12601,Iranian Polymer Journal,Iranian Polymer Journal,1026-1265,1735-5265,Springer-Nature,hybrid,2018,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12616_2015_hybrid,12616,Irish Journal of Medical Science,Irish Journal of Medical Science (1971 -),0021-1265,1863-4362,Springer-Nature,hybrid,2015,4,12000,3000,Matthias: actual,12000,3000,Matthias: actual,
12616_2016_hybrid,12616,Irish Journal of Medical Science,Irish Journal of Medical Science (1971 -),0021-1265,1863-4362,Springer-Nature,hybrid,2016,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12616_2017_hybrid,12616,Irish Journal of Medical Science,Irish Journal of Medical Science (1971 -),0021-1265,1863-4362,Springer-Nature,hybrid,2017,4,12000,3000,Matthias: actual,12000,3000,Matthias: actual,
12616_2018_hybrid,12616,Irish Journal of Medical Science,Irish Journal of Medical Science (1971 -),0021-1265,1863-4362,Springer-Nature,hybrid,2018,7,21000,3000,Matthias: actual,21000,3000,Matthias: actual,
12631_2016_hybrid,12631,Irrigation and Drainage,Irrigation and Drainage,1531-0353,1531-0361,Wiley,hybrid,2016,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12631_2018_hybrid,12631,Irrigation and Drainage,Irrigation and Drainage,1531-0353,1531-0361,Wiley,hybrid,2018,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12632_2015_hybrid,12632,Irrigation Science,Irrigation Science,0342-7188,1432-1319,Springer-Nature,hybrid,2015,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12632_2017_hybrid,12632,Irrigation Science,Irrigation Science,0342-7188,1432-1319,Springer-Nature,hybrid,2017,4,12000,3000,Matthias: actual,12000,3000,Matthias: actual,
12636_2018_gold,12636,iScience,iScience,NULL,2589-0042,Elsevier,gold,2018,219,657000,3000,IWM: newer,657000,3000,IWM: newer,"wasn't listed for 2017, 2018 list does not exist, this is 2019: http://web.archive.org/web/20191115183848/https://www.cell.com/rights-sharing-embargoes"
12657_2015_hybrid,12657,Island Arc,Island Arc,1038-4871,1440-1738,Wiley,hybrid,2015,1,3000,3000,IWM: actual,3000,3000,IWM: actual,https://web.archive.org/web/20141105150148/http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1738/homepage/FundedAccess.html
12657_2016_hybrid,12657,Island Arc,Island Arc,1038-4871,1440-1738,Wiley,hybrid,2016,4,12000,3000,Matthias: actual,12000,3000,Matthias: actual,
12677_2018_hybrid,12677,Israel Journal of Chemistry,Israel Journal of Chemistry,0021-2148,1869-5868,Wiley,hybrid,2018,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12681_2018_hybrid,12681,Israel Journal of Mathematics,Israel Journal of Mathematics,0021-2172,1565-8511,Springer-Nature,hybrid,2018,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12740_2016_hybrid,12740,IUBMB Life,IUBMB Life,1521-6543,1521-6551,Wiley,hybrid,2016,6,18000,3000,Matthias: actual,18000,3000,Matthias: actual,
12740_2017_hybrid,12740,IUBMB Life,IUBMB Life,1521-6543,1521-6551,Wiley,hybrid,2017,6,18000,3000,Matthias: actual,18000,3000,Matthias: actual,
12740_2018_hybrid,12740,IUBMB Life,IUBMB Life,1521-6543,1521-6551,Wiley,hybrid,2018,10,30000,3000,Matthias: actual,30000,3000,Matthias: actual,
12771_2015_hybrid,12771,Jacc-cardiovascular Imaging,JACC: Cardiovascular Imaging,1936-878X,1876-7591,Elsevier,hybrid,2015,5,15000,3000,IWM: actual,15000,3000,IWM: actual,https://web.archive.org/web/20150302011601/http://www.elsevier.com/journals/jacc-cardiovascular-imaging/1936-878X/guide-for-authors#13500
12771_2016_hybrid,12771,Jacc-cardiovascular Imaging,JACC: Cardiovascular Imaging,1936-878X,1876-7591,Elsevier,hybrid,2016,4,12000,3000,Matthias: actual,12000,3000,Matthias: actual,
12771_2017_hybrid,12771,Jacc-cardiovascular Imaging,JACC: Cardiovascular Imaging,1936-878X,1876-7591,Elsevier,hybrid,2017,9,27000,3000,Matthias: actual,27000,3000,Matthias: actual,
12771_2018_hybrid,12771,Jacc-cardiovascular Imaging,JACC: Cardiovascular Imaging,1936-878X,1876-7591,Elsevier,hybrid,2018,16,48000,3000,Matthias: actual,48000,3000,Matthias: actual,
12772_2015_hybrid,12772,Jacc-cardiovascular Interventions,JACC: Cardiovascular Interventions,1936-8798,1876-7605,Elsevier,hybrid,2015,11,33000,3000,IWM: actual,33000,3000,IWM: actual,https://web.archive.org/web/20150313191951/http://www.elsevier.com/journals/jacc-cardiovascular-interventions/1936-8798/guide-for-authors#13500
12772_2016_hybrid,12772,Jacc-cardiovascular Interventions,JACC: Cardiovascular Interventions,1936-8798,1876-7605,Elsevier,hybrid,2016,7,21000,3000,Matthias: actual,21000,3000,Matthias: actual,
12772_2017_hybrid,12772,Jacc-cardiovascular Interventions,JACC: Cardiovascular Interventions,1936-8798,1876-7605,Elsevier,hybrid,2017,7,21000,3000,Matthias: actual,21000,3000,Matthias: actual,
12772_2018_hybrid,12772,Jacc-cardiovascular Interventions,JACC: Cardiovascular Interventions,1936-8798,1876-7605,Elsevier,hybrid,2018,11,33000,3000,Matthias: actual,33000,3000,Matthias: actual,
12773_2015_hybrid,12773,Jacc-Heart Failure,JACC: Heart Failure,2213-1779,2213-1787,Elsevier,hybrid,2015,6,18000,3000,IWM: actual,18000,3000,IWM: actual,https://web.archive.org/web/20150909071412/http://www.elsevier.com/journals/jacc-heart-failure/2213-1779/guide-for-authors#13500
12773_2016_hybrid,12773,Jacc-Heart Failure,JACC: Heart Failure,2213-1779,2213-1787,Elsevier,hybrid,2016,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
12773_2017_hybrid,12773,Jacc-Heart Failure,JACC: Heart Failure,2213-1779,2213-1787,Elsevier,hybrid,2017,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
12773_2018_hybrid,12773,Jacc-Heart Failure,JACC: Heart Failure,2213-1779,2213-1787,Elsevier,hybrid,2018,9,27000,3000,Matthias: actual,27000,3000,Matthias: actual,
12789_2015_hybrid,12789,JALA,Journal of Laboratory Automation,2211-0682,1540-2452,Sage,hybrid,2015,2,6000,3000,Matthias: newer,6000,3000,Matthias: newer,backfilled 2016 fee https://web.archive.org/web/20161122155916/https://us.sagepub.com/en-us/nam/sage-choice
12789_2016_hybrid,12789,JALA,Journal of Laboratory Automation,2211-0682,1540-2452,Sage,hybrid,2016,4,12000,3000,IWM: actual,12000,3000,IWM: actual,applied 2016 fee https://web.archive.org/web/20161122155916/https://us.sagepub.com/en-us/nam/sage-choice
12810_2015_hybrid,12810,Japan Journal of Industrial and Applied Mathematics,Japan Journal of Industrial and Applied Mathematics,0916-7005,1868-937X,Springer-Nature,hybrid,2015,4,12000,3000,Matthias: actual,12000,3000,Matthias: actual,
12810_2016_hybrid,12810,Japan Journal of Industrial and Applied Mathematics,Japan Journal of Industrial and Applied Mathematics,0916-7005,1868-937X,Springer-Nature,hybrid,2016,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12810_2018_hybrid,12810,Japan Journal of Industrial and Applied Mathematics,Japan Journal of Industrial and Applied Mathematics,0916-7005,1868-937X,Springer-Nature,hybrid,2018,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12811_2016_hybrid,12811,Japan Journal of Nursing Science,Japan Journal of Nursing Science,1742-7932,1742-7924,Wiley,hybrid,2016,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12861_2015_hybrid,12861,Jaro-journal of The Association for Research in Otolaryngology,Journal of the Association for Research in Otolaryngology,1525-3961,1438-7573,Springer-Nature,hybrid,2015,9,27000,3000,Matthias: actual,27000,3000,Matthias: actual,
12861_2016_hybrid,12861,Jaro-journal of The Association for Research in Otolaryngology,Journal of the Association for Research in Otolaryngology,1525-3961,1438-7573,Springer-Nature,hybrid,2016,9,27000,3000,Matthias: actual,27000,3000,Matthias: actual,
12861_2017_hybrid,12861,Jaro-journal of The Association for Research in Otolaryngology,Journal of the Association for Research in Otolaryngology,1525-3961,1438-7573,Springer-Nature,hybrid,2017,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
12861_2018_hybrid,12861,Jaro-journal of The Association for Research in Otolaryngology,Journal of the Association for Research in Otolaryngology,1525-3961,1438-7573,Springer-Nature,hybrid,2018,6,18000,3000,Matthias: actual,18000,3000,Matthias: actual,
