sourceid-year-oa,source_id,source_title,journal_name,issn_print,issn_e,parent_publisher,oa_status,pub_year,n_doi,apc_lower_total,apc_lower,apc_lower_source,apc_upper_total,apc_upper,apc_upper_source,notes
11942_2015_hybrid,11942,International Journal of Medical Informatics,International Journal of Medical Informatics,1386-5056,1872-8243,Elsevier,hybrid,2015,4,12000,3000,Matthias: actual,12000,3000,Matthias: actual,
11942_2016_hybrid,11942,International Journal of Medical Informatics,International Journal of Medical Informatics,1386-5056,1872-8243,Elsevier,hybrid,2016,9,27000,3000,Matthias: actual,27000,3000,Matthias: actual,
11942_2017_hybrid,11942,International Journal of Medical Informatics,International Journal of Medical Informatics,1386-5056,1872-8243,Elsevier,hybrid,2017,10,30000,3000,Matthias: actual,30000,3000,Matthias: actual,
11943_2015_hybrid,11943,International Journal of Medical Microbiology,International Journal of Medical Microbiology,1438-4221,1618-0607,Elsevier,hybrid,2015,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
11943_2016_hybrid,11943,International Journal of Medical Microbiology,International Journal of Medical Microbiology,1438-4221,1618-0607,Elsevier,hybrid,2016,6,18000,3000,Matthias: actual,18000,3000,Matthias: actual,
11943_2017_hybrid,11943,International Journal of Medical Microbiology,International Journal of Medical Microbiology,1438-4221,1618-0607,Elsevier,hybrid,2017,7,21000,3000,Matthias: actual,21000,3000,Matthias: actual,
11943_2018_hybrid,11943,International Journal of Medical Microbiology,International Journal of Medical Microbiology,1438-4221,1618-0607,Elsevier,hybrid,2018,17,51000,3000,Matthias: actual,51000,3000,Matthias: actual,
11944_2018_hybrid,11944,International Journal of Medical Robotics and Computer Assisted Surgery,The International Journal of Medical Robotics and Computer Assisted Surgery,1478-5951,1478-596X,Wiley,hybrid,2018,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
11948_2015_hybrid,11948,International Journal of Mental Health and Addiction,International Journal of Mental Health and Addiction,1557-1874,1557-1882,Springer-Nature,hybrid,2015,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
11948_2016_hybrid,11948,International Journal of Mental Health and Addiction,International Journal of Mental Health and Addiction,1557-1874,1557-1882,Springer-Nature,hybrid,2016,9,27000,3000,Matthias: actual,27000,3000,Matthias: actual,
11948_2017_hybrid,11948,International Journal of Mental Health and Addiction,International Journal of Mental Health and Addiction,1557-1874,1557-1882,Springer-Nature,hybrid,2017,7,21000,3000,Matthias: actual,21000,3000,Matthias: actual,
11948_2018_hybrid,11948,International Journal of Mental Health and Addiction,International Journal of Mental Health and Addiction,1557-1874,1557-1882,Springer-Nature,hybrid,2018,19,57000,3000,Matthias: actual,57000,3000,Matthias: actual,
11949_2016_hybrid,11949,International Journal of Mental Health Nursing,International Journal of Mental Health Nursing,1445-8330,1447-0349,Wiley,hybrid,2016,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
11952_2016_hybrid,11952,International Journal of Metalcasting,International Journal of Metalcasting,1939-5981,2163-3193,Springer-Nature,hybrid,2016,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
11952_2017_hybrid,11952,International Journal of Metalcasting,International Journal of Metalcasting,1939-5981,2163-3193,Springer-Nature,hybrid,2017,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
11952_2018_hybrid,11952,International Journal of Metalcasting,International Journal of Metalcasting,1939-5981,2163-3193,Springer-Nature,hybrid,2018,6,18000,3000,Matthias: actual,18000,3000,Matthias: actual,
11953_2018_hybrid,11953,International Journal of Methods in Psychiatric Research,International Journal of Methods in Psychiatric Research,1049-8931,1557-0657,Wiley,hybrid,2018,7,21000,3000,Matthias: actual,21000,3000,Matthias: actual,
11961_2017_hybrid,11961,International Journal of Minerals Metallurgy and Materials,"International Journal of Minerals, Metallurgy, and Materials",1674-4799,1869-103X,Springer-Nature,hybrid,2017,24,72000,3000,Matthias: actual,72000,3000,Matthias: actual,
11978_2018_hybrid,11978,International Journal of Music Education,International Journal of Music Education,0255-7614,1744-795X,Sage,hybrid,2018,2,6000,3000,website: current,6000,3000,website: current,backfilled 2021 fee
11982_2016_hybrid,11982,International Journal of Nautical Archaeology,International Journal of Nautical Archaeology,1057-2414,1095-9270,Wiley,hybrid,2016,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
11982_2018_hybrid,11982,International Journal of Nautical Archaeology,International Journal of Nautical Archaeology,1057-2414,1095-9270,Wiley,hybrid,2018,4,12000,3000,Matthias: actual,12000,3000,Matthias: actual,
11998_2017_hybrid,11998,International Journal of Nursing Knowledge,International Journal of Nursing Knowledge,2047-3087,2047-3095,Wiley,hybrid,2017,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
11999_2016_hybrid,11999,International Journal of Nursing Practice,International Journal of Nursing Practice,1322-7114,1440-172X,Wiley,hybrid,2016,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
11999_2017_hybrid,11999,International Journal of Nursing Practice,International Journal of Nursing Practice,1322-7114,1440-172X,Wiley,hybrid,2017,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
11999_2018_hybrid,11999,International Journal of Nursing Practice,International Journal of Nursing Practice,1322-7114,1440-172X,Wiley,hybrid,2018,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12009_2017_hybrid,12009,International Journal of Offender Therapy and Comparative Criminology,International Journal of Offender Therapy and Comparative Criminology,0306-624X,1552-6933,Sage,hybrid,2017,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12009_2018_hybrid,12009,International Journal of Offender Therapy and Comparative Criminology,International Journal of Offender Therapy and Comparative Criminology,0306-624X,1552-6933,Sage,hybrid,2018,9,27000,3000,Matthias: actual,27000,3000,Matthias: actual,
12020_2015_hybrid,12020,International Journal of Oral and Maxillofacial Surgery,International Journal of Oral and Maxillofacial Surgery,0901-5027,1399-0020,Elsevier,hybrid,2015,2,6000,3000,IWM: actual,6000,3000,IWM: actual,https://web.archive.org/web/20150829073255/http://www.elsevier.com:80/journals/international-journal-of-oral-and-maxillofacial-surgery/0901-5027/guide-for-authors
12024_2018_hybrid,12024,International Journal of Osteoarchaeology,International Journal of Osteoarchaeology,1047-482X,1099-1212,Wiley,hybrid,2018,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12029_2015_hybrid,12029,International Journal of Parallel Programming,International Journal of Parallel Programming,0885-7458,1573-7640,Springer-Nature,hybrid,2015,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12029_2016_hybrid,12029,International Journal of Parallel Programming,International Journal of Parallel Programming,0885-7458,1573-7640,Springer-Nature,hybrid,2016,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12029_2017_hybrid,12029,International Journal of Parallel Programming,International Journal of Parallel Programming,0885-7458,1573-7640,Springer-Nature,hybrid,2017,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
12029_2018_hybrid,12029,International Journal of Parallel Programming,International Journal of Parallel Programming,0885-7458,1573-7640,Springer-Nature,hybrid,2018,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
12037_2015_hybrid,12037,International Journal of Peptide Research and Therapeutics,International Journal of Peptide Research and Therapeutics,1573-3149,1573-3904,Springer-Nature,hybrid,2015,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12037_2016_hybrid,12037,International Journal of Peptide Research and Therapeutics,International Journal of Peptide Research and Therapeutics,1573-3149,1573-3904,Springer-Nature,hybrid,2016,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12037_2017_hybrid,12037,International Journal of Peptide Research and Therapeutics,International Journal of Peptide Research and Therapeutics,1573-3149,1573-3904,Springer-Nature,hybrid,2017,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12037_2018_hybrid,12037,International Journal of Peptide Research and Therapeutics,International Journal of Peptide Research and Therapeutics,1573-3149,1573-3904,Springer-Nature,hybrid,2018,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
12041_2015_hybrid,12041,International Journal of Pharmaceutics,International Journal of Pharmaceutics,0378-5173,1873-3476,Elsevier,hybrid,2015,17,51000,3000,Matthias: actual,51000,3000,Matthias: actual,
12050_2018_hybrid,12050,International Journal of Plant Production,International Journal of Plant Production,1735-6814,1735-8043,Springer-Nature,hybrid,2018,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12061_2016_hybrid,12061,INTERNATIONAL JOURNAL OF PRESS-POLITICS,The International Journal of Press/Politics,1940-1612,1940-1620,Sage,hybrid,2016,3,9000,3000,Matthias: newer,9000,3000,Matthias: newer,backfilled 2017 fee
12061_2017_hybrid,12061,INTERNATIONAL JOURNAL OF PRESS-POLITICS,The International Journal of Press/Politics,1940-1612,1940-1620,Sage,hybrid,2017,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
12061_2018_hybrid,12061,INTERNATIONAL JOURNAL OF PRESS-POLITICS,The International Journal of Press/Politics,1940-1612,1940-1620,Sage,hybrid,2018,6,18000,3000,Matthias: actual,18000,3000,Matthias: actual,
12063_2016_hybrid,12063,International Journal of Primatology,International Journal of Primatology,0164-0291,1573-8604,Springer-Nature,hybrid,2016,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12063_2017_hybrid,12063,International Journal of Primatology,International Journal of Primatology,0164-0291,1573-8604,Springer-Nature,hybrid,2017,11,33000,3000,Matthias: actual,33000,3000,Matthias: actual,
12063_2018_hybrid,12063,International Journal of Primatology,International Journal of Primatology,0164-0291,1573-8604,Springer-Nature,hybrid,2018,6,18000,3000,Matthias: actual,18000,3000,Matthias: actual,
12070_2017_hybrid,12070,International Journal of Psychoanalysis,The International Journal of Psychoanalysis,0020-7578,1745-8315,Taylor & Francis,hybrid,2017,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12073_2017_hybrid,12073,International Journal of Psychology,International Journal of Psychology,0020-7594,1464-066X,Wiley,hybrid,2017,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12073_2018_hybrid,12073,International Journal of Psychology,International Journal of Psychology,0020-7594,1464-066X,Wiley,hybrid,2018,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12076_2015_hybrid,12076,International Journal of Public Health,International Journal of Public Health,1661-8556,1661-8564,Springer-Nature,hybrid,2015,9,27000,3000,Matthias: actual,27000,3000,Matthias: actual,
12076_2016_hybrid,12076,International Journal of Public Health,International Journal of Public Health,1661-8556,1661-8564,Springer-Nature,hybrid,2016,11,33000,3000,Matthias: actual,33000,3000,Matthias: actual,
12076_2017_hybrid,12076,International Journal of Public Health,International Journal of Public Health,1661-8556,1661-8564,Springer-Nature,hybrid,2017,26,78000,3000,Matthias: actual,78000,3000,Matthias: actual,
12076_2018_hybrid,12076,International Journal of Public Health,International Journal of Public Health,1661-8556,1661-8564,Springer-Nature,hybrid,2018,38,114000,3000,Matthias: actual,114000,3000,Matthias: actual,
12094_2016_hybrid,12094,International Journal of Rheumatic Diseases,International Journal of Rheumatic Diseases,1756-1841,1756-185X,Wiley,hybrid,2016,6,18000,3000,Matthias: actual,18000,3000,Matthias: actual,
12096_2015_hybrid,12096,International Journal of Robotics Research,The International Journal of Robotics Research,0278-3649,1741-3176,Sage,hybrid,2015,1,3000,3000,Matthias: newer,3000,3000,Matthias: newer,backfilled 2017 fee
12096_2017_hybrid,12096,International Journal of Robotics Research,The International Journal of Robotics Research,0278-3649,1741-3176,Sage,hybrid,2017,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12096_2018_hybrid,12096,International Journal of Robotics Research,The International Journal of Robotics Research,0278-3649,1741-3176,Sage,hybrid,2018,7,21000,3000,Matthias: actual,21000,3000,Matthias: actual,
12102_2015_hybrid,12102,International Journal of Science and Mathematics Education,International Journal of Science and Mathematics Education,1571-0068,1573-1774,Springer-Nature,hybrid,2015,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12102_2017_hybrid,12102,International Journal of Science and Mathematics Education,International Journal of Science and Mathematics Education,1571-0068,1573-1774,Springer-Nature,hybrid,2017,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12102_2018_hybrid,12102,International Journal of Science and Mathematics Education,International Journal of Science and Mathematics Education,1571-0068,1573-1774,Springer-Nature,hybrid,2018,4,12000,3000,Matthias: actual,12000,3000,Matthias: actual,
12114_2015_hybrid,12114,International Journal of Social Psychiatry,International Journal of Social Psychiatry,0020-7640,1741-2854,Sage,hybrid,2015,1,3000,3000,Matthias: newer,3000,3000,Matthias: newer,backfilled 2017 fee
12114_2017_hybrid,12114,International Journal of Social Psychiatry,International Journal of Social Psychiatry,0020-7640,1741-2854,Sage,hybrid,2017,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12114_2018_hybrid,12114,International Journal of Social Psychiatry,International Journal of Social Psychiatry,0020-7640,1741-2854,Sage,hybrid,2018,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12116_2015_hybrid,12116,International Journal of Social Robotics,International Journal of Social Robotics,1875-4791,1875-4805,Springer-Nature,hybrid,2015,4,12000,3000,Matthias: actual,12000,3000,Matthias: actual,
12116_2016_hybrid,12116,International Journal of Social Robotics,International Journal of Social Robotics,1875-4791,1875-4805,Springer-Nature,hybrid,2016,7,21000,3000,Matthias: actual,21000,3000,Matthias: actual,
12116_2017_hybrid,12116,International Journal of Social Robotics,International Journal of Social Robotics,1875-4791,1875-4805,Springer-Nature,hybrid,2017,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
12116_2018_hybrid,12116,International Journal of Social Robotics,International Journal of Social Robotics,1875-4791,1875-4805,Springer-Nature,hybrid,2018,9,27000,3000,Matthias: actual,27000,3000,Matthias: actual,
12117_2017_hybrid,12117,International Journal of Social Welfare,International Journal of Social Welfare,1369-6866,1468-2397,Wiley,hybrid,2017,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12117_2018_hybrid,12117,International Journal of Social Welfare,International Journal of Social Welfare,1369-6866,1468-2397,Wiley,hybrid,2018,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12133_2017_hybrid,12133,International Journal of Sports Science & Coaching,International Journal of Sports Science & Coaching,1747-9541,2048-397X,Sage,hybrid,2017,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12133_2018_hybrid,12133,International Journal of Sports Science & Coaching,International Journal of Sports Science & Coaching,1747-9541,2048-397X,Sage,hybrid,2018,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12135_2015_hybrid,12135,International Journal of STD & AIDS,International Journal of STD & AIDS,0956-4624,1758-1052,Sage,hybrid,2015,1,3000,3000,Matthias: newer,3000,3000,Matthias: newer,backfilled 2017 fee
12135_2016_hybrid,12135,International Journal of STD & AIDS,International Journal of STD & AIDS,0956-4624,1758-1052,Sage,hybrid,2016,1,3000,3000,Matthias: newer,3000,3000,Matthias: newer,backfilled 2017 fee
12135_2017_hybrid,12135,International Journal of STD & AIDS,International Journal of STD & AIDS,0956-4624,1758-1052,Sage,hybrid,2017,9,27000,3000,Matthias: actual,27000,3000,Matthias: actual,
12135_2018_hybrid,12135,International Journal of STD & AIDS,International Journal of STD & AIDS,0956-4624,1758-1052,Sage,hybrid,2018,6,18000,3000,Matthias: actual,18000,3000,Matthias: actual,
12136_2018_hybrid,12136,International Journal of Steel Structures,International Journal of Steel Structures,1598-2351,2093-6311,Springer-Nature,hybrid,2018,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12141_2016_hybrid,12141,International Journal of Stroke,International Journal of Stroke,1747-4930,1747-4949,Sage,hybrid,2016,6,18000,3000,Matthias: actual,18000,3000,Matthias: actual,
12141_2017_hybrid,12141,International Journal of Stroke,International Journal of Stroke,1747-4930,1747-4949,Sage,hybrid,2017,6,18000,3000,Matthias: actual,18000,3000,Matthias: actual,
12141_2018_hybrid,12141,International Journal of Stroke,International Journal of Stroke,1747-4930,1747-4949,Sage,hybrid,2018,9,27000,3000,Matthias: actual,27000,3000,Matthias: actual,
12145_2015_hybrid,12145,International Journal of Surgery,International Journal of Surgery,1743-9191,1743-9159,Elsevier,hybrid,2015,7,21000,3000,Matthias: actual,21000,3000,Matthias: actual,
12145_2016_hybrid,12145,International Journal of Surgery,International Journal of Surgery,1743-9191,1743-9159,Elsevier,hybrid,2016,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12145_2017_hybrid,12145,International Journal of Surgery,International Journal of Surgery,1743-9191,1743-9159,Elsevier,hybrid,2017,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12145_2018_hybrid,12145,International Journal of Surgery,International Journal of Surgery,1743-9191,1743-9159,Elsevier,hybrid,2018,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12146_2017_hybrid,12146,International Journal of Surgical Pathology,International Journal of Surgical Pathology,1066-8969,1940-2465,Sage,hybrid,2017,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12154_2015_hybrid,12154,International Journal of Technology and Design Education,International Journal of Technology and Design Education,0957-7572,1573-1804,Springer-Nature,hybrid,2015,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12154_2016_hybrid,12154,International Journal of Technology and Design Education,International Journal of Technology and Design Education,0957-7572,1573-1804,Springer-Nature,hybrid,2016,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12154_2017_hybrid,12154,International Journal of Technology and Design Education,International Journal of Technology and Design Education,0957-7572,1573-1804,Springer-Nature,hybrid,2017,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12154_2018_hybrid,12154,International Journal of Technology and Design Education,International Journal of Technology and Design Education,0957-7572,1573-1804,Springer-Nature,hybrid,2018,9,27000,3000,Matthias: actual,27000,3000,Matthias: actual,
12158_2016_hybrid,12158,International Journal of the Classical Tradition,International Journal of the Classical Tradition,1073-0508,1874-6292,Springer-Nature,hybrid,2016,6,18000,3000,Matthias: actual,18000,3000,Matthias: actual,
12158_2017_hybrid,12158,International Journal of the Classical Tradition,International Journal of the Classical Tradition,1073-0508,1874-6292,Springer-Nature,hybrid,2017,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12158_2018_hybrid,12158,International Journal of the Classical Tradition,International Journal of the Classical Tradition,1073-0508,1874-6292,Springer-Nature,hybrid,2018,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12166_2015_hybrid,12166,International Journal of Theoretical Physics,International Journal of Theoretical Physics,0020-7748,1572-9575,Springer-Nature,hybrid,2015,9,27000,3000,Matthias: actual,27000,3000,Matthias: actual,
12166_2016_hybrid,12166,International Journal of Theoretical Physics,International Journal of Theoretical Physics,0020-7748,1572-9575,Springer-Nature,hybrid,2016,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12166_2017_hybrid,12166,International Journal of Theoretical Physics,International Journal of Theoretical Physics,0020-7748,1572-9575,Springer-Nature,hybrid,2017,12,36000,3000,Matthias: actual,36000,3000,Matthias: actual,
12166_2018_hybrid,12166,International Journal of Theoretical Physics,International Journal of Theoretical Physics,0020-7748,1572-9575,Springer-Nature,hybrid,2018,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12168_2015_hybrid,12168,International Journal of Thermophysics,International Journal of Thermophysics,0195-928X,1572-9567,Springer-Nature,hybrid,2015,7,21000,3000,Matthias: actual,21000,3000,Matthias: actual,
12168_2016_hybrid,12168,International Journal of Thermophysics,International Journal of Thermophysics,0195-928X,1572-9567,Springer-Nature,hybrid,2016,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12168_2017_hybrid,12168,International Journal of Thermophysics,International Journal of Thermophysics,0195-928X,1572-9567,Springer-Nature,hybrid,2017,13,39000,3000,Matthias: actual,39000,3000,Matthias: actual,
12168_2018_hybrid,12168,International Journal of Thermophysics,International Journal of Thermophysics,0195-928X,1572-9567,Springer-Nature,hybrid,2018,6,18000,3000,Matthias: actual,18000,3000,Matthias: actual,
12171_2016_hybrid,12171,International Journal of Toxicology,International Journal of Toxicology,1091-5818,1092-874X,Sage,hybrid,2016,3,9000,3000,Matthias: newer,9000,3000,Matthias: newer,backfilled 2017 fee
12171_2017_hybrid,12171,International Journal of Toxicology,International Journal of Toxicology,1091-5818,1092-874X,Sage,hybrid,2017,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
12171_2018_hybrid,12171,International Journal of Toxicology,International Journal of Toxicology,1091-5818,1092-874X,Sage,hybrid,2018,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12181_2016_hybrid,12181,International Journal of Urban and Regional Research,International Journal of Urban and Regional Research,0309-1317,1468-2427,Wiley,hybrid,2016,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12184_2016_hybrid,12184,International Journal of Urology,International Journal of Urology,0919-8172,1442-2042,Wiley,hybrid,2016,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12196_2015_hybrid,12196,International Journal on Document Analysis and Recognition,International Journal on Document Analysis and Recognition (IJDAR),1433-2833,1433-2825,Springer-Nature,hybrid,2015,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12196_2018_hybrid,12196,International Journal on Document Analysis and Recognition,International Journal on Document Analysis and Recognition (IJDAR),1433-2833,1433-2825,Springer-Nature,hybrid,2018,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12198_2015_hybrid,12198,International Journal on Software Tools for Technology Transfer,International Journal on Software Tools for Technology Transfer,1433-2779,1433-2787,Springer-Nature,hybrid,2015,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12198_2016_hybrid,12198,International Journal on Software Tools for Technology Transfer,International Journal on Software Tools for Technology Transfer,1433-2779,1433-2787,Springer-Nature,hybrid,2016,10,30000,3000,Matthias: actual,30000,3000,Matthias: actual,
12198_2017_hybrid,12198,International Journal on Software Tools for Technology Transfer,International Journal on Software Tools for Technology Transfer,1433-2779,1433-2787,Springer-Nature,hybrid,2017,5,15000,3000,Matthias: actual,15000,3000,Matthias: actual,
12198_2018_hybrid,12198,International Journal on Software Tools for Technology Transfer,International Journal on Software Tools for Technology Transfer,1433-2779,1433-2787,Springer-Nature,hybrid,2018,6,18000,3000,Matthias: actual,18000,3000,Matthias: actual,
12216_2018_hybrid,12216,International Microbiology,International Microbiology,1139-6709,1618-1905,Springer-Nature,hybrid,2018,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12219_2018_hybrid,12219,International Migration Review,International Migration Review,0197-9183,1747-7379,Sage,hybrid,2018,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12229_2017_hybrid,12229,International Nursing Review,International Nursing Review,0020-8132,1466-7657,Wiley,hybrid,2017,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12229_2018_hybrid,12229,International Nursing Review,International Nursing Review,0020-8132,1466-7657,Wiley,hybrid,2018,4,12000,3000,Matthias: actual,12000,3000,Matthias: actual,
12231_2015_hybrid,12231,International Ophthalmology,International Ophthalmology,0165-5701,1573-2630,Springer-Nature,hybrid,2015,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12231_2017_hybrid,12231,International Ophthalmology,International Ophthalmology,0165-5701,1573-2630,Springer-Nature,hybrid,2017,8,24000,3000,Matthias: actual,24000,3000,Matthias: actual,
12231_2018_hybrid,12231,International Ophthalmology,International Ophthalmology,0165-5701,1573-2630,Springer-Nature,hybrid,2018,9,27000,3000,Matthias: actual,27000,3000,Matthias: actual,
12234_2015_hybrid,12234,International Orthopaedics,International Orthopaedics,0341-2695,1432-5195,Springer-Nature,hybrid,2015,18,54000,3000,Matthias: actual,54000,3000,Matthias: actual,
12234_2016_hybrid,12234,International Orthopaedics,International Orthopaedics,0341-2695,1432-5195,Springer-Nature,hybrid,2016,27,81000,3000,Matthias: actual,81000,3000,Matthias: actual,
12234_2017_hybrid,12234,International Orthopaedics,International Orthopaedics,0341-2695,1432-5195,Springer-Nature,hybrid,2017,37,111000,3000,Matthias: actual,111000,3000,Matthias: actual,
12234_2018_hybrid,12234,International Orthopaedics,International Orthopaedics,0341-2695,1432-5195,Springer-Nature,hybrid,2018,18,54000,3000,Matthias: actual,54000,3000,Matthias: actual,
12251_2018_hybrid,12251,International Political Science Review,International Political Science Review,0192-5121,1460-373X,Sage,hybrid,2018,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12268_2015_hybrid,12268,International Relations,International Relations,0047-1178,1741-2862,Sage,hybrid,2015,1,3000,3000,Matthias: newer,3000,3000,Matthias: newer,backfilled 2017 fee
12268_2017_hybrid,12268,International Relations,International Relations,0047-1178,1741-2862,Sage,hybrid,2017,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12268_2018_hybrid,12268,International Relations,International Relations,0047-1178,1741-2862,Sage,hybrid,2018,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12276_2016_hybrid,12276,International Review of Administrative Sciences,International Review of Administrative Sciences,0020-8523,1461-7226,Sage,hybrid,2016,1,3000,3000,Matthias: newer,3000,3000,Matthias: newer,backfilled 2017 fee
12276_2018_hybrid,12276,International Review of Administrative Sciences,International Review of Administrative Sciences,0020-8523,1461-7226,Sage,hybrid,2018,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12333_2015_hybrid,12333,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,International Small Business Journal: Researching Entrepreneurship,0266-2426,1741-2870,Sage,hybrid,2015,1,3000,3000,Matthias: newer,3000,3000,Matthias: newer,backfilled 2017 fee
12333_2016_hybrid,12333,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,International Small Business Journal: Researching Entrepreneurship,0266-2426,1741-2870,Sage,hybrid,2016,1,3000,3000,Matthias: newer,3000,3000,Matthias: newer,backfilled 2017 fee
12333_2017_hybrid,12333,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,International Small Business Journal,0266-2426,1741-2870,Sage,hybrid,2017,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12333_2018_hybrid,12333,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,International Small Business Journal: Researching Entrepreneurship,0266-2426,1741-2870,Sage,hybrid,2018,4,12000,3000,Matthias: actual,12000,3000,Matthias: actual,
12338_2017_hybrid,12338,International Social Work,International Social Work,0020-8728,1461-7234,Sage,hybrid,2017,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12344_2016_hybrid,12344,International Sociology,International Sociology,0268-5809,1461-7242,Sage,hybrid,2016,1,3000,3000,Matthias: newer,3000,3000,Matthias: newer,backfilled 2017 fee
12344_2017_hybrid,12344,International Sociology,International Sociology,0268-5809,1461-7242,Sage,hybrid,2017,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12344_2018_hybrid,12344,International Sociology,International Sociology,0268-5809,1461-7242,Sage,hybrid,2018,3,9000,3000,Matthias: actual,9000,3000,Matthias: actual,
12348_2016_hybrid,12348,International Statistical Review,International Statistical Review,0306-7734,1751-5823,Wiley,hybrid,2016,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12432_2015_hybrid,12432,International Tax and Public Finance,International Tax and Public Finance,0927-5940,1573-6970,Springer-Nature,hybrid,2015,1,3000,3000,Matthias: actual,3000,3000,Matthias: actual,
12432_2016_hybrid,12432,International Tax and Public Finance,International Tax and Public Finance,0927-5940,1573-6970,Springer-Nature,hybrid,2016,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12432_2017_hybrid,12432,International Tax and Public Finance,International Tax and Public Finance,0927-5940,1573-6970,Springer-Nature,hybrid,2017,2,6000,3000,Matthias: actual,6000,3000,Matthias: actual,
12432_2018_hybrid,12432,International Tax and Public Finance,International Tax and Public Finance,0927-5940,1573-6970,Springer-Nature,hybrid,2018,8,24000,3000,Matthias: actual,24000,3000,Matthias: actual,
