sourceid-year-oa,source_id,parent_publisher,pub_year,oa_status,oecd_major,n_dois,apc_lower,apc_total
13400_2015_hybrid,13400,Sage,2015,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
13449_2017_hybrid,13449,Sage,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
13670_2015_hybrid,13670,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
13781_2015_hybrid,13781,Springer-Nature,2015,hybrid,SOCIAL SCIENCES,2,3000,6000
13992_2016_hybrid,13992,Sage,2016,hybrid,AGRICULTURAL SCIENCES,2,3000,6000
14034_2015_hybrid,14034,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
14061_2017_hybrid,14061,Springer-Nature,2017,hybrid,NATURAL SCIENCES,2,3000,6000
14129_2018_hybrid,14129,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
14142_2015_hybrid,14142,Springer-Nature,2015,hybrid,SOCIAL SCIENCES,2,3000,6000
14233_2015_hybrid,14233,Elsevier,2015,hybrid,NATURAL SCIENCES,2,3000,6000
14507_2018_hybrid,14507,Springer-Nature,2018,hybrid,NATURAL SCIENCES,2,3000,6000
14544_2016_hybrid,14544,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
14993_2017_hybrid,14993,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
15234_2016_hybrid,15234,Wiley,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
15742_2017_hybrid,15742,Wiley,2017,hybrid,NATURAL SCIENCES,2,3000,6000
15893_2018_hybrid,15893,Sage,2018,hybrid,AGRICULTURAL SCIENCES,2,3000,6000
16054_2015_hybrid,16054,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
16288_2018_hybrid,16288,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
16770_2018_hybrid,16770,Wiley,2018,hybrid,NATURAL SCIENCES,2,3000,6000
16785_2017_hybrid,16785,Sage,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
17421_2016_hybrid,17421,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
18210_2015_hybrid,18210,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
19072_2016_hybrid,19072,Sage,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
8974_2016_hybrid,8974,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
9471_2018_hybrid,9471,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
9637_2018_hybrid,9637,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
9677_2018_hybrid,9677,Springer-Nature,2018,hybrid,HUMANITIES,2,3000,6000
11657_2016_hybrid,11657,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
11924_2018_hybrid,11924,Springer-Nature,2018,hybrid,NATURAL SCIENCES,2,3000,6000
11999_2017_hybrid,11999,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
12976_2018_hybrid,12976,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
13526_2017_hybrid,13526,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
13537_2016_hybrid,13537,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
13577_2016_hybrid,13577,Elsevier,2016,hybrid,AGRICULTURAL SCIENCES,2,3000,6000
13600_2017_hybrid,13600,Springer-Nature,2017,hybrid,NATURAL SCIENCES,2,3000,6000
13621_2017_hybrid,13621,Sage,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
13703_2017_hybrid,13703,Sage,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
13720_2018_hybrid,13720,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
13782_2016_hybrid,13782,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
13848_2018_hybrid,13848,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
14010_2017_hybrid,14010,Springer-Nature,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
14072_2015_hybrid,14072,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
14668_2018_hybrid,14668,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
14715_2018_hybrid,14715,Springer-Nature,2018,hybrid,NATURAL SCIENCES,2,3000,6000
14995_2015_hybrid,14995,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
15035_2015_hybrid,15035,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
15140_2018_hybrid,15140,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
15189_2018_hybrid,15189,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
15266_2016_hybrid,15266,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
15267_2016_hybrid,15267,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
15423_2018_hybrid,15423,Elsevier,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
15454_2018_hybrid,15454,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
15626_2016_hybrid,15626,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
15794_2016_hybrid,15794,Elsevier,2016,hybrid,NATURAL SCIENCES,2,3000,6000
15974_2017_hybrid,15974,Springer-Nature,2017,hybrid,NATURAL SCIENCES,2,3000,6000
16849_2018_hybrid,16849,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
17302_2017_hybrid,17302,Springer-Nature,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
17505_2015_hybrid,17505,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
17688_2015_hybrid,17688,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
17999_2016_hybrid,17999,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
48_2018_hybrid,48,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
1037_2018_hybrid,1037,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
1295_2016_hybrid,1295,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
2120_2016_hybrid,2120,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
2459_2015_hybrid,2459,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
3366_2015_hybrid,3366,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
3589_2016_hybrid,3589,Wiley,2016,hybrid,NATURAL SCIENCES,2,3000,6000
3847_2015_hybrid,3847,Sage,2015,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
4132_2015_hybrid,4132,Wiley,2015,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
4400_2016_hybrid,4400,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
4806_2016_hybrid,4806,Sage,2016,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
4971_2017_hybrid,4971,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
5340_2017_hybrid,5340,Elsevier,2017,hybrid,NATURAL SCIENCES,2,3000,6000
5342_2017_hybrid,5342,Elsevier,2017,hybrid,NATURAL SCIENCES,2,3000,6000
5745_2018_hybrid,5745,Springer-Nature,2018,hybrid,HUMANITIES,2,3000,6000
6277_2017_hybrid,6277,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
6408_2016_hybrid,6408,Sage,2016,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
6420_2017_hybrid,6420,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
6494_2015_hybrid,6494,Elsevier,2015,hybrid,AGRICULTURAL SCIENCES,2,3000,6000
6868_2016_hybrid,6868,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
6940_2016_hybrid,6940,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
7733_2015_hybrid,7733,Springer-Nature,2015,hybrid,HUMANITIES,2,3000,6000
7750_2017_hybrid,7750,Sage,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
7988_2018_hybrid,7988,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
8213_2018_hybrid,8213,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
8570_2017_hybrid,8570,Elsevier,2017,hybrid,NATURAL SCIENCES,2,3000,6000
9091_2015_hybrid,9091,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
9351_2017_hybrid,9351,Springer-Nature,2017,hybrid,NATURAL SCIENCES,2,3000,6000
9476_2018_hybrid,9476,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
9879_2017_hybrid,9879,Springer-Nature,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
10896_2018_hybrid,10896,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
11086_2018_hybrid,11086,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
12196_2018_hybrid,12196,Springer-Nature,2018,hybrid,NATURAL SCIENCES,2,3000,6000
12632_2017_hybrid,12632,Springer-Nature,2017,hybrid,NATURAL SCIENCES,2,3000,6000
12940_2018_hybrid,12940,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
13072_2017_hybrid,13072,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,2,3000,6000
13072_2017_hybrid,13072,Wiley,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
13303_2015_hybrid,13303,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
13412_2015_hybrid,13412,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
13451_2017_hybrid,13451,Sage,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
13580_2015_hybrid,13580,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
13580_2015_hybrid,13580,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
13587_2016_hybrid,13587,Sage,2016,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
13621_2018_hybrid,13621,Sage,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
13805_2017_hybrid,13805,Springer-Nature,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
13989_2017_hybrid,13989,Springer-Nature,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
13989_2018_hybrid,13989,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
14010_2018_hybrid,14010,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
14026_2016_hybrid,14026,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
14142_2016_hybrid,14142,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
14233_2018_hybrid,14233,Elsevier,2018,hybrid,NATURAL SCIENCES,2,3000,6000
14328_2016_hybrid,14328,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
15225_2018_hybrid,15225,Sage,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
15393_2016_hybrid,15393,Sage,2016,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
15844_2016_hybrid,15844,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
15847_2017_hybrid,15847,Sage,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
15926_2018_hybrid,15926,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
16107_2016_hybrid,16107,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
16843_2015_hybrid,16843,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
16854_2015_hybrid,16854,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
17970_2016_hybrid,17970,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
18085_2018_hybrid,18085,Springer-Nature,2018,hybrid,NATURAL SCIENCES,2,3000,6000
18195_2015_hybrid,18195,Springer-Nature,2015,hybrid,HUMANITIES,2,3000,6000
18244_2015_hybrid,18244,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
18251_2018_hybrid,18251,Springer-Nature,2018,hybrid,NATURAL SCIENCES,2,3000,6000
1037_2018_hybrid,1037,Springer-Nature,2018,hybrid,HUMANITIES,2,3000,6000
1320_2018_hybrid,1320,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
1377_2018_hybrid,1377,Wiley,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
1585_2017_hybrid,1585,Sage,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
2116_2016_hybrid,2116,Wiley,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
2557_2018_hybrid,2557,Wiley,2018,hybrid,NATURAL SCIENCES,2,3000,6000
3195_2015_hybrid,3195,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
3786_2016_hybrid,3786,Wiley,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
3961_2015_hybrid,3961,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
4059_2016_hybrid,4059,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
4398_2016_hybrid,4398,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
4400_2016_hybrid,4400,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
4446_2017_hybrid,4446,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
4485_2016_hybrid,4485,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
4563_2017_hybrid,4563,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
4656_2018_hybrid,4656,Wiley,2018,hybrid,NATURAL SCIENCES,2,3000,6000
4690_2018_hybrid,4690,Sage,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
5050_2017_hybrid,5050,Sage,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
5344_2016_hybrid,5344,Elsevier,2016,hybrid,NATURAL SCIENCES,2,3000,6000
6142_2015_hybrid,6142,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
6223_2017_hybrid,6223,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
6793_2015_hybrid,6793,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
6793_2018_hybrid,6793,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
6996_2017_hybrid,6996,Springer-Nature,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
7921_2016_hybrid,7921,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
8206_2015_hybrid,8206,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
8366_2018_hybrid,8366,Sage,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
8521_2015_hybrid,8521,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
9826_2015_hybrid,9826,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
11020_2016_hybrid,11020,Wiley,2016,hybrid,NATURAL SCIENCES,2,3000,6000
11022_2016_hybrid,11022,Wiley,2016,hybrid,NATURAL SCIENCES,2,3000,6000
11116_2017_hybrid,11116,Springer-Nature,2017,hybrid,NATURAL SCIENCES,2,3000,6000
11547_2017_hybrid,11547,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
11999_2018_hybrid,11999,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
12020_2015_hybrid,12020,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
12073_2017_hybrid,12073,Wiley,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
12198_2015_hybrid,12198,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
12432_2017_hybrid,12432,Springer-Nature,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
12601_2018_hybrid,12601,Springer-Nature,2018,hybrid,NATURAL SCIENCES,2,3000,6000
12907_2018_hybrid,12907,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
12982_2016_hybrid,12982,Wiley,2016,hybrid,HUMANITIES,2,3000,6000
12995_2017_hybrid,12995,Sage,2017,hybrid,HUMANITIES,2,3000,6000
13389_2018_hybrid,13389,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
13719_2017_hybrid,13719,Springer-Nature,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
14058_2016_hybrid,14058,Taylor & Francis,2016,hybrid,AGRICULTURAL SCIENCES,2,3000,6000
14142_2016_hybrid,14142,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
14282_2015_hybrid,14282,Springer-Nature,2015,hybrid,HUMANITIES,2,3000,6000
14512_2018_hybrid,14512,Sage,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
14521_2017_hybrid,14521,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
14543_2018_hybrid,14543,Sage,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
14619_2017_hybrid,14619,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
14773_2016_hybrid,14773,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
15189_2017_hybrid,15189,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
15660_2018_hybrid,15660,Springer-Nature,2018,hybrid,NATURAL SCIENCES,2,3000,6000
15794_2018_hybrid,15794,Elsevier,2018,hybrid,NATURAL SCIENCES,2,3000,6000
15798_2016_hybrid,15798,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
16470_2016_hybrid,16470,Wiley,2016,hybrid,NATURAL SCIENCES,2,3000,6000
16843_2015_hybrid,16843,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
16994_2015_hybrid,16994,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
17007_2016_hybrid,17007,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
17126_2016_hybrid,17126,Wiley,2016,hybrid,AGRICULTURAL SCIENCES,2,3000,6000
17602_2016_hybrid,17602,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
17705_2015_hybrid,17705,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
512_2016_hybrid,512,Sage,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
672_2015_hybrid,672,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
922_2015_hybrid,922,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
1153_2017_hybrid,1153,Springer-Nature,2017,hybrid,NATURAL SCIENCES,2,3000,6000
1342_2018_hybrid,1342,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
1739_2018_hybrid,1739,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
2072_2015_hybrid,2072,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
2116_2017_hybrid,2116,Wiley,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
2117_2015_hybrid,2117,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
2120_2018_hybrid,2120,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
2363_2016_hybrid,2363,Wiley,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
2911_2015_hybrid,2911,Springer-Nature,2015,hybrid,HUMANITIES,2,3000,6000
3383_2018_hybrid,3383,Springer-Nature,2018,hybrid,HUMANITIES,2,3000,6000
3754_2017_hybrid,3754,Wiley,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
3784_2017_hybrid,3784,Sage,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
4001_2018_hybrid,4001,Sage,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
4285_2016_hybrid,4285,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
4564_2015_hybrid,4564,Wiley,2015,hybrid,NATURAL SCIENCES,2,3000,6000
4656_2016_hybrid,4656,Wiley,2016,hybrid,NATURAL SCIENCES,2,3000,6000
5910_2017_hybrid,5910,Wiley,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
5912_2017_hybrid,5912,Wiley,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
6095_2018_hybrid,6095,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
6142_2017_hybrid,6142,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
6793_2016_hybrid,6793,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
7100_2018_hybrid,7100,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
7317_2017_hybrid,7317,Sage,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
7323_2016_hybrid,7323,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
7515_2015_hybrid,7515,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
7745_2018_hybrid,7745,Sage,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
7909_2017_hybrid,7909,Sage,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
8161_2018_hybrid,8161,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
8257_2016_hybrid,8257,Taylor & Francis,2016,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
8290_2015_hybrid,8290,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
8430_2016_hybrid,8430,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
8570_2016_hybrid,8570,Elsevier,2016,hybrid,NATURAL SCIENCES,2,3000,6000
8839_2016_hybrid,8839,Elsevier,2016,hybrid,NATURAL SCIENCES,2,3000,6000
8979_2016_hybrid,8979,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
9251_2016_hybrid,9251,Wiley,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
9813_2017_hybrid,9813,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
9863_2016_hybrid,9863,Sage,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
9901_2018_hybrid,9901,Springer-Nature,2018,hybrid,HUMANITIES,2,3000,6000
11547_2017_hybrid,11547,Elsevier,2017,hybrid,AGRICULTURAL SCIENCES,2,3000,6000
11852_2017_hybrid,11852,Springer-Nature,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
12037_2016_hybrid,12037,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
12096_2017_hybrid,12096,Sage,2017,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
12632_2017_hybrid,12632,Springer-Nature,2017,hybrid,AGRICULTURAL SCIENCES,2,3000,6000
12983_2016_hybrid,12983,Springer-Nature,2016,hybrid,HUMANITIES,2,3000,6000
13098_2016_hybrid,13098,Elsevier,2016,hybrid,NATURAL SCIENCES,2,3000,6000
13122_2015_hybrid,13122,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
13293_2016_hybrid,13293,Springer-Nature,2016,hybrid,NATURAL SCIENCES,2,3000,6000
13825_2017_hybrid,13825,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
14190_2017_hybrid,14190,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
14233_2018_hybrid,14233,Elsevier,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
14237_2018_hybrid,14237,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
14351_2018_hybrid,14351,Springer-Nature,2018,hybrid,NATURAL SCIENCES,2,3000,6000
14849_2016_hybrid,14849,Wiley,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
15049_2015_hybrid,15049,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
15119_2016_hybrid,15119,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
15140_2018_hybrid,15140,Springer-Nature,2018,hybrid,HUMANITIES,2,3000,6000
15267_2017_hybrid,15267,Springer-Nature,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
15423_2018_hybrid,15423,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
15639_2018_hybrid,15639,Springer-Nature,2018,hybrid,NATURAL SCIENCES,2,3000,6000
15726_2016_hybrid,15726,Wiley,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
15738_2017_hybrid,15738,Sage,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
15877_2018_hybrid,15877,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
16550_2018_hybrid,16550,Springer-Nature,2018,hybrid,NATURAL SCIENCES,2,3000,6000
17506_2017_hybrid,17506,Springer-Nature,2017,hybrid,NATURAL SCIENCES,2,3000,6000
17943_2018_hybrid,17943,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
18251_2017_hybrid,18251,Springer-Nature,2017,hybrid,NATURAL SCIENCES,2,3000,6000
18449_2015_hybrid,18449,Wiley,2015,hybrid,SOCIAL SCIENCES,2,3000,6000
18537_2015_hybrid,18537,Elsevier,2015,hybrid,NATURAL SCIENCES,2,3000,6000
19132_2017_hybrid,19132,Sage,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
10755_2018_hybrid,10755,Springer-Nature,2018,hybrid,NATURAL SCIENCES,2,3000,6000
10880_2016_hybrid,10880,Wiley,2016,hybrid,SOCIAL SCIENCES,2,3000,6000
10949_2018_hybrid,10949,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
10950_2015_hybrid,10950,Springer-Nature,2015,hybrid,NATURAL SCIENCES,2,3000,6000
11547_2015_hybrid,11547,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
11808_2016_hybrid,11808,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
11952_2017_hybrid,11952,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,2,3000,6000
12102_2017_hybrid,12102,Springer-Nature,2017,hybrid,SOCIAL SCIENCES,2,3000,6000
12146_2017_hybrid,12146,Sage,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,3000,6000
12268_2018_hybrid,12268,Sage,2018,hybrid,SOCIAL SCIENCES,2,3000,6000
